date,hour,kwh
2022-07-12,20,114.5046
2022-07-12,21,104.9658
2022-07-12,22,87.2698
2022-07-12,23,59.5046
2022-07-13,0,50.1022
2022-07-13,1,48.9224
2022-07-13,2,46.4939
2022-07-13,3,47.1086
2022-07-13,4,61.4093
2022-07-13,5,76.9743
2022-07-13,6,66.3414
2022-07-13,7,63.8867
2022-07-13,8,71.9372
2022-07-13,9,84.819
2022-07-13,10,86.6854
2022-07-13,11,92.1785
2022-07-13,12,96.779
2022-07-13,13,101.8134
2022-07-13,14,111.2561
2022-07-13,15,121.9224
2022-07-13,16,129.7805
2022-07-13,17,139.6925
2022-07-13,18,143.9438
2022-07-13,19,130.1003
2022-07-13,20,124.2368
2022-07-13,21,95.928
2022-07-13,22,77.2255
2022-07-13,23,59.8071
2022-07-14,0,49.4017
2022-07-14,1,49.6191
2022-07-14,2,48.5001
2022-07-14,3,47.1425
2022-07-14,4,61.6221
2022-07-14,5,74.3953
2022-07-14,6,58.9462
2022-07-14,7,59.1327
2022-07-14,8,66.7453
2022-07-14,9,92.9028
2022-07-14,10,98.453
2022-07-14,11,102.0262
2022-07-14,12,108.0369
2022-07-14,13,125.8587
2022-07-14,14,128.192
2022-07-14,15,139.9596
2022-07-14,16,140.7073
2022-07-14,17,150.2708
2022-07-14,18,143.4222
2022-07-14,19,140.0018
2022-07-14,20,121.1715
2022-07-14,21,107.2203
2022-07-14,22,78.7506
2022-07-14,23,60.5465
2022-07-15,0,49.1309
2022-07-15,1,47.5604
2022-07-15,2,46.8984
2022-07-15,3,47.2537
2022-07-15,4,62.0153
2022-07-15,5,71.3005
2022-07-15,6,64.9178
2022-07-15,7,68.0462
2022-07-15,8,75.2084
2022-07-15,9,82.7877
2022-07-15,10,89.1615
2022-07-15,11,95.7204
2022-07-15,12,98.5698
2022-07-15,13,104.5756
2022-07-15,14,120.0732
2022-07-15,15,139.7581
2022-07-15,16,136.607
2022-07-15,17,134.8271
2022-07-15,18,133.6587
2022-07-15,19,127.0116
2022-07-15,20,116.037
2022-07-15,21,94.4177
2022-07-15,22,88.1641
2022-07-15,23,68.474
2022-07-16,0,48.4793
2022-07-16,1,49.5121
2022-07-16,2,48.4793
2022-07-16,3,46.9774
2022-07-16,4,63.3082
2022-07-16,5,70.1459
2022-07-16,6,66.557
2022-07-16,7,70.6087
2022-07-16,8,84.4274
2022-07-16,9,90.0308
2022-07-16,10,97.6744
2022-07-16,11,104.3972
2022-07-16,12,112.8933
2022-07-16,13,129.9584
2022-07-16,14,133.736
2022-07-16,15,149.8029
2022-07-16,16,144.8704
2022-07-16,17,144.9249
2022-07-16,18,143.3018
2022-07-16,19,140.6463
2022-07-16,20,109.9616
2022-07-16,21,97.8555
2022-07-16,22,85.8459
2022-07-16,23,65.0142
2022-07-17,0,58.939
2022-07-17,1,57.3601
2022-07-17,2,56.1314
2022-07-17,3,50.6448
2022-07-17,4,69.2417
2022-07-17,5,73.406
2022-07-17,6,70.288
2022-07-17,7,71.7568
2022-07-17,8,82.6719
2022-07-17,9,89.5738
2022-07-17,10,94.5063
2022-07-17,11,111.689
2022-07-17,12,124.2909
2022-07-17,13,129.7848
2022-07-17,14,136.3134
2022-07-17,15,148.1803
2022-07-17,16,146.0359
2022-07-17,17,146.4256
2022-07-17,18,141.7611
2022-07-17,19,129.3287
2022-07-17,20,110.8344
2022-07-17,21,95.83
2022-07-17,22,84.5597
2022-07-17,23,65.4522
2022-07-18,0,52.228
2022-07-18,1,54.8952
2022-07-18,2,52.8586
2022-07-18,3,53.9058
2022-07-18,4,69.7345
2022-07-18,5,86.6447
2022-07-18,6,80.8078
2022-07-18,7,89.4904
2022-07-18,8,100.5523
2022-07-18,9,96.0147
2022-07-18,10,97.2469
2022-07-18,11,108.723
2022-07-18,12,120.2316
2022-07-18,13,115.527
2022-07-18,14,134.1889
2022-07-18,15,152.1759
2022-07-18,16,146.1981
2022-07-18,17,143.3189
2022-07-18,18,152.3065
2022-07-18,19,140.3538
2022-07-18,20,126.5149
2022-07-18,21,115.712
2022-07-18,22,91.6754
2022-07-18,23,65.8692
2022-07-19,0,50.046
2022-07-19,1,53.9382
2022-07-19,2,54.681
2022-07-19,3,53.6528
2022-07-19,4,68.3936
2022-07-19,5,81.2455
2022-07-19,6,72.914
2022-07-19,7,80.7355
2022-07-19,8,82.7335
2022-07-19,9,85.1826
2022-07-19,10,91.5262
2022-07-19,11,110.6248
2022-07-19,12,120.6677
2022-07-19,13,118.5275
2022-07-19,14,118.3218
2022-07-19,15,144.4898
2022-07-19,16,140.2204
2022-07-19,17,142.7531
2022-07-19,18,134.7959
2022-07-19,19,126.2894
2022-07-19,20,123.65
2022-07-19,21,114.1334
2022-07-19,22,92.7185
2022-07-19,23,60.2425
2022-07-20,0,50.5827
2022-07-20,1,50.0695
2022-07-20,2,50.4313
2022-07-20,3,48.7911
2022-07-20,4,62.6063
2022-07-20,5,76.7289
2022-07-20,6,69.1435
2022-07-20,7,71.5412
2022-07-20,8,82.5747
2022-07-20,9,87.2627
2022-07-20,10,88.9488
2022-07-20,11,96.197
2022-07-20,12,112.82
2022-07-20,13,125.0557
2022-07-20,14,134.6172
2022-07-20,15,140.6083
2022-07-20,16,148.0714
2022-07-20,17,146.8881
2022-07-20,18,142.6858
2022-07-20,19,139.6417
2022-07-20,20,126.1962
2022-07-20,21,110.8428
2022-07-20,22,91.2584
2022-07-20,23,62.1101
2022-07-21,0,50.8694
2022-07-21,1,49.342
2022-07-21,2,49.7147
2022-07-21,3,48.6641
2022-07-21,4,62.7208
2022-07-21,5,75.4582
2022-07-21,6,64.4705
2022-07-21,7,67.9224
2022-07-21,8,73.2232
2022-07-21,9,85.2311
2022-07-21,10,87.8163
2022-07-21,11,94.2163
2022-07-21,12,114.6011
2022-07-21,13,116.1261
2022-07-21,14,122.2145
2022-07-21,15,132.9911
2022-07-21,16,134.8117
2022-07-21,17,144.6058
2022-07-21,18,131.2187
2022-07-21,19,131.6948
2022-07-21,20,119.8455
2022-07-21,21,110.9397
2022-07-21,22,92.5999
2022-07-21,23,66.3266
2022-07-22,0,52.4194
2022-07-22,1,53.3638
2022-07-22,2,52.3035
2022-07-22,3,52.0719
2022-07-22,4,66.1766
2022-07-22,5,74.4794
2022-07-22,6,66.2852
2022-07-22,7,66.6896
2022-07-22,8,75.6954
2022-07-22,9,86.6934
2022-07-22,10,88.7386
2022-07-22,11,98.4104
2022-07-22,12,109.7172
2022-07-22,13,101.8505
2022-07-22,14,121.6313
2022-07-22,15,136.148
2022-07-22,16,137.6793
2022-07-22,17,129.8789
2022-07-22,18,128.2866
2022-07-22,19,114.8772
2022-07-22,20,117.8098
2022-07-22,21,65.0302
2022-07-22,22,51.1317
2022-07-22,23,47.6335
2022-07-23,0,45.6677
2022-07-23,1,46.1455
2022-07-23,2,45.5253
2022-07-23,3,46.0058
2022-07-23,4,45.1644
2022-07-23,5,39.2154
2022-07-23,6,67.4773
2022-07-23,7,66.2582
2022-07-23,8,78.1201
2022-07-23,9,74.2825
2022-07-23,10,77.4863
2022-07-23,11,82.0975
2022-07-23,12,92.1984
2022-07-23,13,97.5678
2022-07-23,14,122.1154
2022-07-23,15,124.8487
2022-07-23,16,135.0462
2022-07-23,17,126.0194
2022-07-23,18,126.898
2022-07-23,19,117.709
2022-07-23,20,52.1408
2022-07-23,21,55.2294
2022-07-23,22,53.8183
2022-07-23,23,54.018
2022-07-24,0,53.1779
2022-07-24,1,49.2326
2022-07-24,2,49.493
2022-07-24,3,49.3777
2022-07-24,4,49.8188
2022-07-24,5,49.7869
2022-07-24,6,69.1156
2022-07-24,7,64.4501
2022-07-24,8,72.3673
2022-07-24,9,82.6704
2022-07-24,10,79.4812
2022-07-24,11,89.3937
2022-07-24,12,95.7943
2022-07-24,13,114.7934
2022-07-24,14,123.1919
2022-07-24,15,131.2931
2022-07-24,16,134.3903
2022-07-24,17,133.2565
2022-07-24,18,127.8749
2022-07-24,19,119.4783
2022-07-24,20,51.5055
2022-07-24,21,54.7659
2022-07-24,22,54.4612
2022-07-24,23,54.5684
2022-07-25,0,52.9546
2022-07-25,1,52.5251
2022-07-25,2,49.5993
2022-07-25,3,48.2718
2022-07-25,4,47.9227
2022-07-25,5,80.8195
2022-07-25,6,67.0805
2022-07-25,7,67.7466
2022-07-25,8,76.5751
2022-07-25,9,81.685
2022-07-25,10,80.1816
2022-07-25,11,88.1037
2022-07-25,12,87.7547
2022-07-25,13,104.7461
2022-07-25,14,119.1284
2022-07-25,15,132.2473
2022-07-25,16,132.5961
2022-07-25,17,140.7973
2022-07-25,18,141.9092
2022-07-25,19,133.4017
2022-07-25,20,109.0785
2022-07-25,21,105.7317
2022-07-25,22,48.8281
2022-07-25,23,47.5674
2022-07-26,0,48.0752
2022-07-26,1,48.6797
2022-07-26,2,47.9828
2022-07-26,3,48.4547
2022-07-26,4,47.474
2022-07-26,5,81.7599
2022-07-26,6,68.4285
2022-07-26,7,70.6339
2022-07-26,8,72.8782
2022-07-26,9,76.6595
2022-07-26,10,74.2795
2022-07-26,11,80.5188
2022-07-26,12,80.1115
2022-07-26,13,88.5385
2022-07-26,14,104.9017
2022-07-26,15,123.1125
2022-07-26,16,130.8362
2022-07-26,17,129.5497
2022-07-26,18,124.9242
2022-07-26,19,120.4859
2022-07-26,20,123.3145
2022-07-26,21,101.5796
2022-07-26,22,54.232
2022-07-26,23,48.0697
2022-07-27,0,47.8419
2022-07-27,1,48.0418
2022-07-27,2,47.3276
2022-07-27,3,46.9512
2022-07-27,4,42.4659
2022-07-27,5,75.0628
2022-07-27,6,64.9749
2022-07-27,7,63.8478
2022-07-27,8,77.5899
2022-07-27,9,79.0536
2022-07-27,10,89.922
2022-07-27,11,93.0463
2022-07-27,12,95.1296
2022-07-27,13,110.1435
2022-07-27,14,121.7085
2022-07-27,15,132.7658
2022-07-27,16,140.6099
2022-07-27,17,134.2806
2022-07-27,18,142.8946
2022-07-27,19,134.8197
2022-07-27,20,109.239
2022-07-27,21,109.018
2022-07-27,22,48.1578
2022-07-27,23,48.7534
2022-07-28,0,48.3353
2022-07-28,1,48.6684
2022-07-28,2,49.234
2022-07-28,3,47.0935
2022-07-28,4,46.0794
2022-07-28,5,78.5004
2022-07-28,6,64.0366
2022-07-28,7,64.7761
2022-07-28,8,72.5313
2022-07-28,9,83.0416
2022-07-28,10,79.4733
2022-07-28,11,100.2596
2022-07-28,12,111.4392
2022-07-28,13,92.4822
2022-07-28,14,116.1463
2022-07-28,15,135.3905
2022-07-28,16,127.2279
2022-07-28,17,133.353
2022-07-28,18,131.677
2022-07-28,19,125.5623
2022-07-28,20,112.6238
2022-07-28,21,99.1737
2022-07-28,22,55.4075
2022-07-28,23,53.5476
2022-07-29,0,50.1255
2022-07-29,1,48.9525
2022-07-29,2,47.3378
2022-07-29,3,48.7018
2022-07-29,4,42.908
2022-07-29,5,77.8355
2022-07-29,6,64.0754
2022-07-29,7,69.8567
2022-07-29,8,69.1585
2022-07-29,9,86.5216
2022-07-29,10,80.5557
2022-07-29,11,81.5238
2022-07-29,12,90.3406
2022-07-29,13,109.9532
2022-07-29,14,123.9956
2022-07-29,15,127.6791
2022-07-29,16,140.4524
2022-07-29,17,131.3729
2022-07-29,18,119.3942
2022-07-29,19,115.214
2022-07-29,20,106.6819
2022-07-29,21,51.9978
2022-07-29,22,47.7783
2022-07-29,23,46.7733
2022-07-30,0,43.2657
2022-07-30,1,43.3533
2022-07-30,2,42.9121
2022-07-30,3,43.1253
2022-07-30,4,31.6485
2022-07-30,5,33.871
2022-07-30,6,69.4784
2022-07-30,7,59.3072
2022-07-30,8,66.1242
2022-07-30,9,78.0816
2022-07-30,10,77.3965
2022-07-30,11,92.7009
2022-07-30,12,93.7641
2022-07-30,13,90.1841
2022-07-30,14,113.2542
2022-07-30,15,126.009
2022-07-30,16,121.5815
2022-07-30,17,118.837
2022-07-30,18,113.8273
2022-07-30,19,101.5484
2022-07-30,20,47.8135
2022-07-30,21,48.017
2022-07-30,22,48.018
2022-07-30,23,46.3284
2022-07-31,0,44.0157
2022-07-31,1,43.6583
2022-07-31,2,43.9315
2022-07-31,3,42.8864
2022-07-31,4,43.9525
2022-07-31,5,39.8728
2022-07-31,6,69.4252
2022-07-31,7,60.6782
2022-07-31,8,65.1739
2022-07-31,9,68.0042
2022-07-31,10,73.8414
2022-07-31,11,70.1174
2022-07-31,12,76.8261
2022-07-31,13,77.4324
2022-07-31,14,86.5068
2022-07-31,15,100.9972
2022-07-31,16,104.002
2022-07-31,17,99.6291
2022-07-31,18,98.2093
2022-07-31,19,92.9475
2022-07-31,20,47.6954
2022-07-31,21,48.6926
2022-07-31,22,45.1458
2022-07-31,23,46.8425
